,REF_DATE,GEO,Type of fuel sales,UOM,SCALAR_FACTOR,VALUE
1483,2014,New Brunswick,Net sales of liquefied petroleum gas,Litres,thousands,-1437.0
1484,2014,Quebec,Net sales of gasoline,Litres,thousands,8217102.0
1485,2014,Quebec,Gross sales of gasoline,Litres,thousands,8342505.0
1486,2014,Quebec,Net sales of diesel oil,Litres,thousands,3207281.0
1487,2014,Quebec,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1488,2014,Ontario,Net sales of gasoline,Litres,thousands,15991007.0
1489,2014,Ontario,Gross sales of gasoline,Litres,thousands,16178215.0
1490,2014,Ontario,Net sales of diesel oil,Litres,thousands,4942571.0
1491,2014,Ontario,Net sales of liquefied petroleum gas,Litres,thousands,54210.0
1492,2014,Manitoba,Net sales of gasoline,Litres,thousands,1550600.0
1493,2014,Manitoba,Gross sales of gasoline,Litres,thousands,1633533.0
1494,2014,Manitoba,Net sales of diesel oil,Litres,thousands,814767.0
1495,2014,Manitoba,Net sales of liquefied petroleum gas,Litres,thousands,94760.0
1496,2014,Saskatchewan,Net sales of gasoline,Litres,thousands,1533884.0
1497,2014,Saskatchewan,Gross sales of gasoline,Litres,thousands,1851356.0
1498,2014,Saskatchewan,Net sales of diesel oil,Litres,thousands,1471550.0
1499,2014,Saskatchewan,Net sales of liquefied petroleum gas,Litres,thousands,91176.0
1500,2014,Alberta,Net sales of gasoline,Litres,thousands,6401100.0
1501,2014,Alberta,Gross sales of gasoline,Litres,thousands,6566200.0
1502,2014,Alberta,Net sales of diesel oil,Litres,thousands,4461400.0
1503,2014,Alberta,Net sales of liquefied petroleum gas,Litres,thousands,49400.0
1504,2014,British Columbia,Net sales of gasoline,Litres,thousands,4422297.0
1505,2014,British Columbia,Gross sales of gasoline,Litres,thousands,4687564.0
1506,2014,British Columbia,Net sales of diesel oil,Litres,thousands,1922523.0
1507,2014,British Columbia,Net sales of liquefied petroleum gas,Litres,thousands,343060.0
1508,2014,Yukon,Net sales of gasoline,Litres,thousands,63621.0
1509,2014,Yukon,Gross sales of gasoline,Litres,thousands,64184.0
1510,2014,Yukon,Net sales of diesel oil,Litres,thousands,54899.0
1511,2014,Yukon,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1512,2014,Northwest Territories,Net sales of gasoline,Litres,thousands,38396.0
1513,2014,Northwest Territories,Gross sales of gasoline,Litres,thousands,47355.0
1514,2014,Northwest Territories,Net sales of diesel oil,Litres,thousands,95019.0
1515,2014,Northwest Territories,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1516,2014,Nunavut,Net sales of gasoline,Litres,thousands,20655.0
1517,2014,Nunavut,Gross sales of gasoline,Litres,thousands,20655.0
1518,2014,Nunavut,Net sales of diesel oil,Litres,thousands,9266.0
1519,2014,Nunavut,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1520,2015,Canada,Net sales of gasoline,Litres,thousands,42559552.0
1521,2015,Canada,Gross sales of gasoline,Litres,thousands,44576655.0
1522,2015,Canada,Net sales of diesel oil,Litres,thousands,17993880.0
1523,2015,Canada,Net sales of liquefied petroleum gas,Litres,thousands,598095.0
1524,2015,Newfoundland and Labrador,Net sales of gasoline,Litres,thousands,717483.0
1525,2015,Newfoundland and Labrador,Gross sales of gasoline,Litres,thousands,731608.0
1526,2015,Newfoundland and Labrador,Net sales of diesel oil,Litres,thousands,360213.0
1527,2015,Newfoundland and Labrador,Net sales of liquefied petroleum gas,Litres,thousands,2905.0
1528,2015,Prince Edward Island,Net sales of gasoline,Litres,thousands,201838.0
1529,2015,Prince Edward Island,Gross sales of gasoline,Litres,thousands,207399.0
1530,2015,Prince Edward Island,Net sales of diesel oil,Litres,thousands,48447.0
1531,2015,Prince Edward Island,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1532,2015,Nova Scotia,Net sales of gasoline,Litres,thousands,1200200.0
1533,2015,Nova Scotia,Gross sales of gasoline,Litres,thousands,1228092.0
1534,2015,Nova Scotia,Net sales of diesel oil,Litres,thousands,389215.0
1535,2015,Nova Scotia,Net sales of liquefied petroleum gas,Litres,thousands,4672.0
1536,2015,New Brunswick,Net sales of gasoline,Litres,thousands,1088993.0
1537,2015,New Brunswick,Gross sales of gasoline,Litres,thousands,1154578.0
1538,2015,New Brunswick,Net sales of diesel oil,Litres,thousands,428083.0
1539,2015,New Brunswick,Net sales of liquefied petroleum gas,Litres,thousands,3418.0
1540,2015,Quebec,Net sales of gasoline,Litres,thousands,8816261.0
1541,2015,Quebec,Gross sales of gasoline,Litres,thousands,9035470.0
1542,2015,Quebec,Net sales of diesel oil,Litres,thousands,3176703.0
1543,2015,Quebec,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1544,2015,Ontario,Net sales of gasoline,Litres,thousands,16261317.0
1545,2015,Ontario,Gross sales of gasoline,Litres,thousands,16513973.0
1546,2015,Ontario,Net sales of diesel oil,Litres,thousands,5432052.0
1547,2015,Ontario,Net sales of liquefied petroleum gas,Litres,thousands,68244.0
1548,2015,Manitoba,Net sales of gasoline,Litres,thousands,1566091.0
1549,2015,Manitoba,Gross sales of gasoline,Litres,thousands,1665760.0
1550,2015,Manitoba,Net sales of diesel oil,Litres,thousands,794019.0
1551,2015,Manitoba,Net sales of liquefied petroleum gas,Litres,thousands,68721.0
1552,2015,Saskatchewan,Net sales of gasoline,Litres,thousands,1518898.0
1553,2015,Saskatchewan,Gross sales of gasoline,Litres,thousands,1842055.0
1554,2015,Saskatchewan,Net sales of diesel oil,Litres,thousands,1314643.0
1555,2015,Saskatchewan,Net sales of liquefied petroleum gas,Litres,thousands,71506.0
1556,2015,Alberta,Net sales of gasoline,Litres,thousands,6402500.0
1557,2015,Alberta,Gross sales of gasoline,Litres,thousands,6579700.0
1558,2015,Alberta,Net sales of diesel oil,Litres,thousands,4019200.0
1559,2015,Alberta,Net sales of liquefied petroleum gas,Litres,thousands,57800.0
1560,2015,British Columbia,Net sales of gasoline,Litres,thousands,4656988.0
1561,2015,British Columbia,Gross sales of gasoline,Litres,thousands,5481062.0
1562,2015,British Columbia,Net sales of diesel oil,Litres,thousands,1852896.0
1563,2015,British Columbia,Net sales of liquefied petroleum gas,Litres,thousands,320829.0
1564,2015,Yukon,Net sales of gasoline,Litres,thousands,68507.0
1565,2015,Yukon,Gross sales of gasoline,Litres,thousands,68931.0
1566,2015,Yukon,Net sales of diesel oil,Litres,thousands,57247.0
1567,2015,Yukon,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1568,2015,Northwest Territories,Net sales of gasoline,Litres,thousands,40193.0
1569,2015,Northwest Territories,Gross sales of gasoline,Litres,thousands,47743.0
1570,2015,Northwest Territories,Net sales of diesel oil,Litres,thousands,109688.0
1571,2015,Northwest Territories,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1572,2015,Nunavut,Net sales of gasoline,Litres,thousands,20283.0
1573,2015,Nunavut,Gross sales of gasoline,Litres,thousands,20283.0
1574,2015,Nunavut,Net sales of diesel oil,Litres,thousands,11474.0
1575,2015,Nunavut,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1576,2016,Canada,Net sales of gasoline,Litres,thousands,42781270.0
1577,2016,Canada,Gross sales of gasoline,Litres,thousands,45086441.0
1578,2016,Canada,Net sales of diesel oil,Litres,thousands,17019229.0
1579,2016,Canada,Net sales of liquefied petroleum gas,Litres,thousands,530171.0
1580,2016,Newfoundland and Labrador,Net sales of gasoline,Litres,thousands,783282.0
1581,2016,Newfoundland and Labrador,Gross sales of gasoline,Litres,thousands,835017.0
1582,2016,Newfoundland and Labrador,Net sales of diesel oil,Litres,thousands,349145.0
1583,2016,Newfoundland and Labrador,Net sales of liquefied petroleum gas,Litres,thousands,1135.0
1584,2016,Prince Edward Island,Net sales of gasoline,Litres,thousands,211439.0
1585,2016,Prince Edward Island,Gross sales of gasoline,Litres,thousands,215642.0
1586,2016,Prince Edward Island,Net sales of diesel oil,Litres,thousands,46616.0
1587,2016,Prince Edward Island,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1588,2016,Nova Scotia,Net sales of gasoline,Litres,thousands,1237405.0
1589,2016,Nova Scotia,Gross sales of gasoline,Litres,thousands,1275784.0
1590,2016,Nova Scotia,Net sales of diesel oil,Litres,thousands,384649.0
1591,2016,Nova Scotia,Net sales of liquefied petroleum gas,Litres,thousands,4705.0
1592,2016,New Brunswick,Net sales of gasoline,Litres,thousands,1100832.0
1593,2016,New Brunswick,Gross sales of gasoline,Litres,thousands,1183883.0
1594,2016,New Brunswick,Net sales of diesel oil,Litres,thousands,405455.0
1595,2016,New Brunswick,Net sales of liquefied petroleum gas,Litres,thousands,3627.0
1596,2016,Quebec,Net sales of gasoline,Litres,thousands,8323117.0
1597,2016,Quebec,Gross sales of gasoline,Litres,thousands,8703110.0
1598,2016,Quebec,Net sales of diesel oil,Litres,thousands,2780097.0
1599,2016,Quebec,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1600,2016,Ontario,Net sales of gasoline,Litres,thousands,16622835.0
1601,2016,Ontario,Gross sales of gasoline,Litres,thousands,16891060.0
1602,2016,Ontario,Net sales of diesel oil,Litres,thousands,5459048.0
1603,2016,Ontario,Net sales of liquefied petroleum gas,Litres,thousands,64175.0
1604,2016,Manitoba,Net sales of gasoline,Litres,thousands,1588529.0
1605,2016,Manitoba,Gross sales of gasoline,Litres,thousands,1702545.0
1606,2016,Manitoba,Net sales of diesel oil,Litres,thousands,774002.0
1607,2016,Manitoba,Net sales of liquefied petroleum gas,Litres,thousands,68512.0
1608,2016,Saskatchewan,Net sales of gasoline,Litres,thousands,1581651.0
1609,2016,Saskatchewan,Gross sales of gasoline,Litres,thousands,1891523.0
1610,2016,Saskatchewan,Net sales of diesel oil,Litres,thousands,1255995.0
1611,2016,Saskatchewan,Net sales of liquefied petroleum gas,Litres,thousands,58282.0
1612,2016,Alberta,Net sales of gasoline,Litres,thousands,6297500.0
1613,2016,Alberta,Gross sales of gasoline,Litres,thousands,6467100.0
1614,2016,Alberta,Net sales of diesel oil,Litres,thousands,3525100.0
1615,2016,Alberta,Net sales of liquefied petroleum gas,Litres,thousands,51600.0
1616,2016,British Columbia,Net sales of gasoline,Litres,thousands,4893207.0
1617,2016,British Columbia,Gross sales of gasoline,Litres,thousands,5770067.0
1618,2016,British Columbia,Net sales of diesel oil,Litres,thousands,1837722.0
1619,2016,British Columbia,Net sales of liquefied petroleum gas,Litres,thousands,278136.0
1620,2016,Yukon,Net sales of gasoline,Litres,thousands,70766.0
1621,2016,Yukon,Gross sales of gasoline,Litres,thousands,71816.0
1622,2016,Yukon,Net sales of diesel oil,Litres,thousands,55802.0
1623,2016,Yukon,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1624,2016,Northwest Territories,Net sales of gasoline,Litres,thousands,45588.0
1625,2016,Northwest Territories,Gross sales of gasoline,Litres,thousands,53776.0
1626,2016,Northwest Territories,Net sales of diesel oil,Litres,thousands,125682.0
1627,2016,Northwest Territories,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1628,2016,Nunavut,Net sales of gasoline,Litres,thousands,25118.0
1629,2016,Nunavut,Gross sales of gasoline,Litres,thousands,25118.0
1630,2016,Nunavut,Net sales of diesel oil,Litres,thousands,19916.0
1631,2016,Nunavut,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1632,2017,Canada,Net sales of gasoline,Litres,thousands,43652612.0
1633,2017,Canada,Gross sales of gasoline,Litres,thousands,44966853.0
1634,2017,Canada,Net sales of diesel oil,Litres,thousands,18056530.0
1635,2017,Canada,Net sales of liquefied petroleum gas,Litres,thousands,343405.0
1636,2017,Newfoundland and Labrador,Net sales of gasoline,Litres,thousands,749758.0
1637,2017,Newfoundland and Labrador,Gross sales of gasoline,Litres,thousands,782768.0
1638,2017,Newfoundland and Labrador,Net sales of diesel oil,Litres,thousands,347145.0
1639,2017,Newfoundland and Labrador,Net sales of liquefied petroleum gas,Litres,thousands,916.0
1640,2017,Prince Edward Island,Net sales of gasoline,Litres,thousands,216552.0
1641,2017,Prince Edward Island,Gross sales of gasoline,Litres,thousands,220468.0
1642,2017,Prince Edward Island,Net sales of diesel oil,Litres,thousands,47583.0
1643,2017,Prince Edward Island,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1644,2017,Nova Scotia,Net sales of gasoline,Litres,thousands,1252000.0
1645,2017,Nova Scotia,Gross sales of gasoline,Litres,thousands,1283649.0
1646,2017,Nova Scotia,Net sales of diesel oil,Litres,thousands,411252.0
1647,2017,Nova Scotia,Net sales of liquefied petroleum gas,Litres,thousands,4840.0
1648,2017,New Brunswick,Net sales of gasoline,Litres,thousands,1128764.0
1649,2017,New Brunswick,Gross sales of gasoline,Litres,thousands,1179831.0
1650,2017,New Brunswick,Net sales of diesel oil,Litres,thousands,478696.0
1651,2017,New Brunswick,Net sales of liquefied petroleum gas,Litres,thousands,5473.0
1652,2017,Quebec,Net sales of gasoline,Litres,thousands,8820509.0
1653,2017,Quebec,Gross sales of gasoline,Litres,thousands,9097393.0
1654,2017,Quebec,Net sales of diesel oil,Litres,thousands,3042434.0
1655,2017,Quebec,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1656,2017,Ontario,Net sales of gasoline,Litres,thousands,16705650.0
1657,2017,Ontario,Gross sales of gasoline,Litres,thousands,16928389.0
1658,2017,Ontario,Net sales of diesel oil,Litres,thousands,5501338.0
1659,2017,Ontario,Net sales of liquefied petroleum gas,Litres,thousands,64166.0
1660,2017,Manitoba,Net sales of gasoline,Litres,thousands,1614445.0
1661,2017,Manitoba,Gross sales of gasoline,Litres,thousands,1716933.0
1662,2017,Manitoba,Net sales of diesel oil,Litres,thousands,799760.0
1663,2017,Manitoba,Net sales of liquefied petroleum gas,Litres,thousands,69858.0
1664,2017,Saskatchewan,Net sales of gasoline,Litres,thousands,1730149.0
1665,2017,Saskatchewan,Gross sales of gasoline,Litres,thousands,1874594.0
1666,2017,Saskatchewan,Net sales of diesel oil,Litres,thousands,1439862.0
1667,2017,Saskatchewan,Net sales of liquefied petroleum gas,Litres,thousands,69283.0
1668,2017,Alberta,Net sales of gasoline,Litres,thousands,6368800.0
1669,2017,Alberta,Gross sales of gasoline,Litres,thousands,6554600.0
1670,2017,Alberta,Net sales of diesel oil,Litres,thousands,3862500.0
1671,2017,Alberta,Net sales of liquefied petroleum gas,Litres,thousands,43200.0
1672,2017,British Columbia,Net sales of gasoline,Litres,thousands,4935834.0
1673,2017,British Columbia,Gross sales of gasoline,Litres,thousands,5182517.0
1674,2017,British Columbia,Net sales of diesel oil,Litres,thousands,1910156.0
1675,2017,British Columbia,Net sales of liquefied petroleum gas,Litres,thousands,85669.0
1676,2017,Yukon,Net sales of gasoline,Litres,thousands,72077.0
1677,2017,Yukon,Gross sales of gasoline,Litres,thousands,76438.0
1678,2017,Yukon,Net sales of diesel oil,Litres,thousands,54879.0
1679,2017,Yukon,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1680,2017,Northwest Territories,Net sales of gasoline,Litres,thousands,42568.0
1681,2017,Northwest Territories,Gross sales of gasoline,Litres,thousands,53766.0
1682,2017,Northwest Territories,Net sales of diesel oil,Litres,thousands,137931.0
1683,2017,Northwest Territories,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1684,2017,Nunavut,Net sales of gasoline,Litres,thousands,15507.0
1685,2017,Nunavut,Gross sales of gasoline,Litres,thousands,15507.0
1686,2017,Nunavut,Net sales of diesel oil,Litres,thousands,22994.0
1687,2017,Nunavut,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1688,2018,Canada,Net sales of gasoline,Litres,thousands,43532052.0
1689,2018,Canada,Gross sales of gasoline,Litres,thousands,44796754.0
1690,2018,Canada,Net sales of diesel oil,Litres,thousands,18257318.0
1691,2018,Canada,Net sales of liquefied petroleum gas,Litres,thousands,441549.0
1692,2018,Newfoundland and Labrador,Net sales of gasoline,Litres,thousands,584634.0
1693,2018,Newfoundland and Labrador,Gross sales of gasoline,Litres,thousands,602747.0
1694,2018,Newfoundland and Labrador,Net sales of diesel oil,Litres,thousands,196538.0
1695,2018,Newfoundland and Labrador,Net sales of liquefied petroleum gas,Litres,thousands,975.0
1696,2018,Prince Edward Island,Net sales of gasoline,Litres,thousands,220569.0
1697,2018,Prince Edward Island,Gross sales of gasoline,Litres,thousands,223591.0
1698,2018,Prince Edward Island,Net sales of diesel oil,Litres,thousands,50093.0
1699,2018,Prince Edward Island,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1700,2018,Nova Scotia,Net sales of gasoline,Litres,thousands,1281702.0
1701,2018,Nova Scotia,Gross sales of gasoline,Litres,thousands,1287213.0
1702,2018,Nova Scotia,Net sales of diesel oil,Litres,thousands,421581.0
1703,2018,Nova Scotia,Net sales of liquefied petroleum gas,Litres,thousands,2390.0
1704,2018,New Brunswick,Net sales of gasoline,Litres,thousands,1113470.0
1705,2018,New Brunswick,Gross sales of gasoline,Litres,thousands,1169329.0
1706,2018,New Brunswick,Net sales of diesel oil,Litres,thousands,411031.0
1707,2018,New Brunswick,Net sales of liquefied petroleum gas,Litres,thousands,2481.0
1708,2018,Quebec,Net sales of gasoline,Litres,thousands,8727383.0
1709,2018,Quebec,Gross sales of gasoline,Litres,thousands,8942883.0
1710,2018,Quebec,Net sales of diesel oil,Litres,thousands,3201096.0
1711,2018,Quebec,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1712,2018,Ontario,Net sales of gasoline,Litres,thousands,16888708.0
1713,2018,Ontario,Gross sales of gasoline,Litres,thousands,17313103.0
1714,2018,Ontario,Net sales of diesel oil,Litres,thousands,5545020.0
1715,2018,Ontario,Net sales of liquefied petroleum gas,Litres,thousands,59176.0
1716,2018,Manitoba,Net sales of gasoline,Litres,thousands,1626591.0
1717,2018,Manitoba,Gross sales of gasoline,Litres,thousands,1725928.0
1718,2018,Manitoba,Net sales of diesel oil,Litres,thousands,790024.0
1719,2018,Manitoba,Net sales of liquefied petroleum gas,Litres,thousands,63999.0
1720,2018,Saskatchewan,Net sales of gasoline,Litres,thousands,1831446.0
1721,2018,Saskatchewan,Gross sales of gasoline,Litres,thousands,1831446.0
1722,2018,Saskatchewan,Net sales of diesel oil,Litres,thousands,1333818.0
1723,2018,Saskatchewan,Net sales of liquefied petroleum gas,Litres,thousands,62545.0
1724,2018,Alberta,Net sales of gasoline,Litres,thousands,6337100.0
1725,2018,Alberta,Gross sales of gasoline,Litres,thousands,6524800.0
1726,2018,Alberta,Net sales of diesel oil,Litres,thousands,4137300.0
1727,2018,Alberta,Net sales of liquefied petroleum gas,Litres,thousands,41100.0
1728,2018,British Columbia,Net sales of gasoline,Litres,thousands,4789165.0
1729,2018,British Columbia,Gross sales of gasoline,Litres,thousands,5024318.0
1730,2018,British Columbia,Net sales of diesel oil,Litres,thousands,1963507.0
1731,2018,British Columbia,Net sales of liquefied petroleum gas,Litres,thousands,208883.0
1732,2018,Yukon,Net sales of gasoline,Litres,thousands,73699.0
1733,2018,Yukon,Gross sales of gasoline,Litres,thousands,85930.0
1734,2018,Yukon,Net sales of diesel oil,Litres,thousands,61373.0
1735,2018,Yukon,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1736,2018,Northwest Territories including Nunavut,Net sales of gasoline,Litres,thousands,
1737,2018,Northwest Territories including Nunavut,Gross sales of gasoline,Litres,thousands,
1738,2018,Northwest Territories including Nunavut,Net sales of diesel oil,Litres,thousands,
1739,2018,Northwest Territories including Nunavut,Net sales of liquefied petroleum gas,Litres,thousands,
1740,2018,Northwest Territories,Net sales of gasoline,Litres,thousands,41853.0
1741,2018,Northwest Territories,Gross sales of gasoline,Litres,thousands,49734.0
1742,2018,Northwest Territories,Net sales of diesel oil,Litres,thousands,133353.0
1743,2018,Northwest Territories,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1744,2018,Nunavut,Net sales of gasoline,Litres,thousands,15732.0
1745,2018,Nunavut,Gross sales of gasoline,Litres,thousands,15732.0
1746,2018,Nunavut,Net sales of diesel oil,Litres,thousands,12583.0
1747,2018,Nunavut,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1748,2019,Canada,Net sales of gasoline,Litres,thousands,43335319.0
1749,2019,Canada,Gross sales of gasoline,Litres,thousands,44806199.0
1750,2019,Canada,Net sales of diesel oil,Litres,thousands,17836573.0
1751,2019,Canada,Net sales of liquefied petroleum gas,Litres,thousands,435879.0
1752,2019,Newfoundland and Labrador,Net sales of gasoline,Litres,thousands,701778.0
1753,2019,Newfoundland and Labrador,Gross sales of gasoline,Litres,thousands,724898.0
1754,2019,Newfoundland and Labrador,Net sales of diesel oil,Litres,thousands,293453.0
1755,2019,Newfoundland and Labrador,Net sales of liquefied petroleum gas,Litres,thousands,-93444.0
1756,2019,Prince Edward Island,Net sales of gasoline,Litres,thousands,226120.0
1757,2019,Prince Edward Island,Gross sales of gasoline,Litres,thousands,229554.0
1758,2019,Prince Edward Island,Net sales of diesel oil,Litres,thousands,51861.0
1759,2019,Prince Edward Island,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1760,2019,Nova Scotia,Net sales of gasoline,Litres,thousands,1272758.0
1761,2019,Nova Scotia,Gross sales of gasoline,Litres,thousands,1283311.0
1762,2019,Nova Scotia,Net sales of diesel oil,Litres,thousands,390520.0
1763,2019,Nova Scotia,Net sales of liquefied petroleum gas,Litres,thousands,4504.0
1764,2019,New Brunswick,Net sales of gasoline,Litres,thousands,1112598.0
1765,2019,New Brunswick,Gross sales of gasoline,Litres,thousands,1164351.0
1766,2019,New Brunswick,Net sales of diesel oil,Litres,thousands,443042.0
1767,2019,New Brunswick,Net sales of liquefied petroleum gas,Litres,thousands,5382.0
1768,2019,Quebec,Net sales of gasoline,Litres,thousands,8621760.0
1769,2019,Quebec,Gross sales of gasoline,Litres,thousands,9009471.0
1770,2019,Quebec,Net sales of diesel oil,Litres,thousands,3359760.0
1771,2019,Quebec,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1772,2019,Ontario,Net sales of gasoline,Litres,thousands,16842931.0
1773,2019,Ontario,Gross sales of gasoline,Litres,thousands,17171743.0
1774,2019,Ontario,Net sales of diesel oil,Litres,thousands,5569736.0
1775,2019,Ontario,Net sales of liquefied petroleum gas,Litres,thousands,57356.0
1776,2019,Manitoba,Net sales of gasoline,Litres,thousands,1627412.0
1777,2019,Manitoba,Gross sales of gasoline,Litres,thousands,1736239.0
1778,2019,Manitoba,Net sales of diesel oil,Litres,thousands,771768.0
1779,2019,Manitoba,Net sales of liquefied petroleum gas,Litres,thousands,64003.0
1780,2019,Saskatchewan,Net sales of gasoline,Litres,thousands,1759737.0
1781,2019,Saskatchewan,Gross sales of gasoline,Litres,thousands,1852609.0
1782,2019,Saskatchewan,Net sales of diesel oil,Litres,thousands,1326923.0
1783,2019,Saskatchewan,Net sales of liquefied petroleum gas,Litres,thousands,74320.0
1784,2019,Alberta,Net sales of gasoline,Litres,thousands,6215900.0
1785,2019,Alberta,Gross sales of gasoline,Litres,thousands,6405600.0
1786,2019,Alberta,Net sales of diesel oil,Litres,thousands,3623500.0
1787,2019,Alberta,Net sales of liquefied petroleum gas,Litres,thousands,52800.0
1788,2019,British Columbia,Net sales of gasoline,Litres,thousands,4822252.0
1789,2019,British Columbia,Gross sales of gasoline,Litres,thousands,5060063.0
1790,2019,British Columbia,Net sales of diesel oil,Litres,thousands,1819262.0
1791,2019,British Columbia,Net sales of liquefied petroleum gas,Litres,thousands,270958.0
1792,2019,Yukon,Net sales of gasoline,Litres,thousands,73174.0
1793,2019,Yukon,Gross sales of gasoline,Litres,thousands,98801.0
1794,2019,Yukon,Net sales of diesel oil,Litres,thousands,61280.0
1795,2019,Yukon,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1796,2019,Northwest Territories,Net sales of gasoline,Litres,thousands,43341.0
1797,2019,Northwest Territories,Gross sales of gasoline,Litres,thousands,54001.0
1798,2019,Northwest Territories,Net sales of diesel oil,Litres,thousands,113024.0
1799,2019,Northwest Territories,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1800,2019,Nunavut,Net sales of gasoline,Litres,thousands,15558.0
1801,2019,Nunavut,Gross sales of gasoline,Litres,thousands,15558.0
1802,2019,Nunavut,Net sales of diesel oil,Litres,thousands,12444.0
1803,2019,Nunavut,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1804,2020,Canada,Net sales of gasoline,Litres,thousands,36894411.0
1805,2020,Canada,Gross sales of gasoline,Litres,thousands,38597569.0
1806,2020,Canada,Net sales of diesel oil,Litres,thousands,16222705.0
1807,2020,Canada,Net sales of liquefied petroleum gas,Litres,thousands,503848.0
1808,2020,Newfoundland and Labrador,Net sales of gasoline,Litres,thousands,640706.0
1809,2020,Newfoundland and Labrador,Gross sales of gasoline,Litres,thousands,673312.0
1810,2020,Newfoundland and Labrador,Net sales of diesel oil,Litres,thousands,286458.0
1811,2020,Newfoundland and Labrador,Net sales of liquefied petroleum gas,Litres,thousands,1510.0
1812,2020,Prince Edward Island,Net sales of gasoline,Litres,thousands,201892.0
1813,2020,Prince Edward Island,Gross sales of gasoline,Litres,thousands,204880.0
1814,2020,Prince Edward Island,Net sales of diesel oil,Litres,thousands,50171.0
1815,2020,Prince Edward Island,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1816,2020,Nova Scotia,Net sales of gasoline,Litres,thousands,1110841.0
1817,2020,Nova Scotia,Gross sales of gasoline,Litres,thousands,1119443.0
1818,2020,Nova Scotia,Net sales of diesel oil,Litres,thousands,351151.0
1819,2020,Nova Scotia,Net sales of liquefied petroleum gas,Litres,thousands,3939.0
1820,2020,New Brunswick,Net sales of gasoline,Litres,thousands,986048.0
1821,2020,New Brunswick,Gross sales of gasoline,Litres,thousands,1039307.0
1822,2020,New Brunswick,Net sales of diesel oil,Litres,thousands,403224.0
1823,2020,New Brunswick,Net sales of liquefied petroleum gas,Litres,thousands,5079.0
1824,2020,Quebec,Net sales of gasoline,Litres,thousands,7241361.0
1825,2020,Quebec,Gross sales of gasoline,Litres,thousands,7993371.0
1826,2020,Quebec,Net sales of diesel oil,Litres,thousands,2962120.0
1827,2020,Quebec,Net sales of liquefied petroleum gas,Litres,thousands,30953.0
1828,2020,Ontario,Net sales of gasoline,Litres,thousands,13896087.0
1829,2020,Ontario,Gross sales of gasoline,Litres,thousands,14087968.0
1830,2020,Ontario,Net sales of diesel oil,Litres,thousands,5182354.0
1831,2020,Ontario,Net sales of liquefied petroleum gas,Litres,thousands,64131.0
1832,2020,Manitoba,Net sales of gasoline,Litres,thousands,1434375.0
1833,2020,Manitoba,Gross sales of gasoline,Litres,thousands,1546863.0
1834,2020,Manitoba,Net sales of diesel oil,Litres,thousands,726194.0
1835,2020,Manitoba,Net sales of liquefied petroleum gas,Litres,thousands,62422.0
1836,2020,Saskatchewan,Net sales of gasoline,Litres,thousands,1469529.0
1837,2020,Saskatchewan,Gross sales of gasoline,Litres,thousands,1614308.0
1838,2020,Saskatchewan,Net sales of diesel oil,Litres,thousands,1086577.0
1839,2020,Saskatchewan,Net sales of liquefied petroleum gas,Litres,thousands,40880.0
1840,2020,Alberta,Net sales of gasoline,Litres,thousands,5430400.0
1841,2020,Alberta,Gross sales of gasoline,Litres,thousands,5601500.0
1842,2020,Alberta,Net sales of diesel oil,Litres,thousands,3153900.0
1843,2020,Alberta,Net sales of liquefied petroleum gas,Litres,thousands,54900.0
1844,2020,British Columbia,Net sales of gasoline,Litres,thousands,4344971.0
1845,2020,British Columbia,Gross sales of gasoline,Litres,thousands,4571720.0
1846,2020,British Columbia,Net sales of diesel oil,Litres,thousands,1850987.0
1847,2020,British Columbia,Net sales of liquefied petroleum gas,Litres,thousands,240036.0
1848,2020,Yukon,Net sales of gasoline,Litres,thousands,84870.0
